IE_XML_ID;IE_NAME;IE_ACTIVE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IP_PROP459
11994;Regulmoto Aqua 250 теперь сноубайк. Самая доступная мото гусеница YETI;Y;"Долгожданное продолжение проекта о мотоцикле с ПТС Regulmoto Aqua 250 Enduro на двигателе Зонгшен 172, который может получить звание лучший эндуро с ПТС 2020 и 2021 года и самый продаваемый эндуро с ПТС. Сегодня мы поставили для себя главный вопрос: Как ездить на мотоцикле зимой? На мотоцикл можно поставить шипы, но что делать если ты хочешь ездить по глубокому снегу? А вот и ответ: мы поставили гусеницу, самую бюджетную гусеницу для китайского эндурика. Это конечно не Timbersled для Husqvarna, но тоже крутое решение для зимней езды на байке. Тем более у нас тяговитый двигатель ZS172FMM с карбюратором NIBBI. А с большим и вместительным топливным баком можно долго гонять на гусенице по лесам и полям. Было много моментов когда Рушан чуть не провалился под лёд, но гусеница сработала на все 100 и справилась со всеми задачами. Так же было бы интересно поставить гусеницу на питбайк такой как: jmc 160 mxr, apollo rxf freeride 140, bse ph 150, kayo classic 140, wels rt 140. А что если поставить гусеницу на эндуро мотоцикл летом и поехать в грязь или на прохват???  А вдруг Регулмото окажется лучше чем КТМ на гусенице? 
Все смотрим выпуск!";text;regulmoto-aqua-250-teper-snoubayk-samaya-dostupnaya-moto-gusenitsa-yeti;https://www.youtube.com/embed/ZUzs-ydrk8Q
11995;Замеряем мощность BSE Z10 на новом моторе Zongshen 172FMM-6;Y;"В этом выпуске мы сделаем обзор на новый и самый долгожданный эндуро аппарат BSE Z10 на самом мощном воздушном 4 клапанном двигателе Зонгшен 172. А также проведём замеры мощности на диностенде двигателя 2 клапанного Зонгшен 172 ФММ на JMC 250 FRR, 2 клапанной водянки ZS174MN-3 на BSE Z7 и конечно же 4 клапанного ZS172FMM-6. Узнаем какой китайский мотоциклетный двигатель самый лучший, самый тяговитый и самый мощный. Есть ли у BSE Z10 шансы стать лучшим эндуро 2021 года? Займёт ли он почетное место среди таких известных китайских эндуриков как: ZUUM CR250 CB, JMC 250 FRR, KAYO K1 250, BSE Z7 300, GR8 250 Optimum Enduro, GR2 250, WELS MZK 250. Ведь он оснащён новейшим двигателем воздушкой Zongshen 172FMM-6, простым и надёжным карбюратором NIBBI PWK 34, полностью регулируемой подвеской WP, качественной репликой вилки от KTM.
Также мы провели детальную сборку этой новинки прям из коробки, сделали тест-драйв BSE Z10 и оценили динамику, посадку и комфорт при езде. Разберемся для чего лучше всего подойдет этот мотоцикл: для мотокросса, мото прохватов и  эндуро покатушек или же на нем смело можно заявиться на соревновния в хард эндуро гонку или даже поехать главную гонку Romaniacs.
В общем давайте посмотрим видео и решим, какой же на данный момент лучший китайский мотоцикл для покатушек и хардэндуро?";text;zameryaem-moshchnost-bse-z10-na-novom-motore-zongshen-172fmm-6;https://www.youtube.com/embed/64LZdA7TjEM
12121;Он всех удивил на гонке! Финал проекта Regulmoto с ПТС;Y;"В этом выпуске мы отправились на мероприятие под названием Motul In Dust We Trust, которое проходило на выставке Мотовесна. Ради чего мы ехали - в первую очередь это участие в гонке в дисциплине Flat Track в рамках крупнейшей мото выставки Мотовесна. От нашей команды мы заявили одного гонщика, Рушана, на его полностью стоковом эндуро байке с ПТС Regulmoto Aqua Enduro 250, оснащённый двигателем воздушного охлаждения ZongShen 172. Как мы подготовили мотоцикл к гонке? А всё просто: мы чуть опустили вилку, сделали амортизатор мягче и поставили самую обычную эндуро резину с невысоким протектором, которая отлично держит на мелком грунте. Затем сняли всю элетрику: фару, поворотники и стоп сигнал. И это всё что тебе нужно для участия в соревнованиях такого типа. Нужен ли для этого мощный двигатель Зонгшен 177? Нет. Регулируемая вилка и точные настройки? Нет. Тебе с головой хватит бюджетного китайского эндуро на классическом двигателе ZS172FMM, настроенный карбюратор и желание!
Доказываем и показываем, что Регулмото Аква Эндуро 250 один из лучших китайских эндуро мотоциклов в своём сегменте! Он пережил всё: и покатушки по грязи на прохватах, и езду по Москве вдвоём с красавицей, и, наконец, гонку Флэттрек
Валентино Росси гоняет на своэм ранчо в Италии, а мы гоняем в Москва-Сити!";text;on-vsekh-udivil-na-gonke-final-proekta-regulmoto-s-pts;https://www.youtube.com/embed/5mnVoloFUzs
12122;ТОП 10 причин НЕ покупать ПИТБАЙК;Y;"Всем привет! Сегодня у нас необычный выпуск))
Будем разбирать все проблемы, из за которых многие боятся покупать себе питбайк или эндуро мотоцикл.
1. Китайский питбайк это дорого? Ведь сейчас их очень много: JMC, YCF, KAYO, BSE, APOLLO, AVANTIS, MOTOLAND, REGULMOTO. И куча разных двигателей: YX 125, YX 140, YX 160, ZS 190
2. Как загрузить питбайк или эндурик в машину, будь это хетчбек или седан? Как быстро его погрузить, если ты один? 
3. Сколько стоит экипировка для эндуро? Ведь это дорого! Нет, экипировки очень много. Можно рассмотреть бюджетную экипировку: ATAKI, MOTEQ, AGV SPORT, RYO RACING, FASEED, O'NEAL, SHOCK. Или же экипировку для продвинутых эндуристов: FOX RACING, FLY RACING, LEATT, SIDI, ALPINESTARS, JUST1.
4. Как отремонтировать питбайк в домашних условиях? Это реально, но каждый сможет. Если тебе страшно самому заниматься ремонтом, ты всегда можешь привести свой пит в наш сервис ПИТБАЙКЛЕНД. А если хочешь сам, то на просторах интернета много информации: как настроить карбюратор? Как настроить клапана? Как подготовить питбайк к сезону? Как поменять шины? Как перебрать вилку? 
5. Управлять питбайком сложно? Как научиться ездить на питбайке?
6. И в конце концов, как уговорить родителей купить питбайк?

В этом видео ты узнаешь много информации касаемо владения питбайков и эндуро байков!
Мы позвали Батю с сыном, так что готовьтесь, будет весело!
Всем приятного просмотра ;)";text;top-10-prichin-ne-pokupat-pitbayk;https://www.youtube.com/embed/knvyoJXYivU
12363;Твоё ЭНДУРО не будет прежним! Поставили гусеницу YETI на питбайк JMC летом;Y;"В этом выпуске вы увидите совершенно новый формат эндуро покатушек! Сегодня мы поставили для себя главный вопрос: Как ездить на мотоцикле и питбайке зимой? Самый простой вариант - это поставить шипы, но что делать если ты хочешь ездить по глубокому снегу? А вот и ответ: мы поставили гусеницу YETI, самую бюджетную гусеницу для китайского эндурика. Это конечно не Timbersled для Husqvarna, но тоже крутое решение для зимней езды на байке. Тем более у нас есть питбайк JMC 160 MXR V3.0 на двигателе YX160 с карбюратором NIBBI PWK 28. 
Мы поставили цели: что лучше поведёт себя зимой? Питбайк на шипах или питбайк на гусенице? Было много моментов когда Я чуть не провалился под лёд, но гусеница сработала на все 100 и справилась со всеми задачами.

Затем наступила весна и мы пошли дальше: взяли китайский эндуро мотоцикл JMC FRR 250 на тяговитом двигателе ZS172FMM с карбюратором NIBBI и поставили на него гусеницу вместо заднего колеса, а переднее колесо оставили, чтобы байком можно было легко управлять. 
На этот раз мы устроили ТРИ испытания: разгон/динамика, прочность и проходимость в болоте. А получилось ли у нас дойти до конца - узнаешь в этом выпуске!
Так же было бы интересно поставить гусеницу на питбайк такой как: apollo rxf freeride 140, bse ph 150, kayo classic 140, wels rt 140, kayo basic 140, jmc 150 mx. А вдруг китайский эндуро мотоцикл окажется лучше чем КТМ на гусенице? Как вообще ездить на мотоцикле с гусеницей весной? Как сделать из мотоцикла вездеход? 
Все смотрим выпуск!";text;tvoye-enduro-ne-budet-prezhnim-postavili-gusenitsu-yeti-na-pitbayk-jmc-letom;https://www.youtube.com/embed/DocVklxgaEM
12469;Питбайк против ФУРГОНА весом 2,5 тонны. Перетянули?!;Y;Вы все этого ждали! И мы дали! Дали треш контента специально для тебя. Сегодня в выпуске нас ждёт самое мощное испытание для питбайков. Сможет ли маленький питбайк JMC 110s на полуавтоматической КПП потянуть на тросу фургон весом в 2,5 тонн? Это вам не грязное эндуро или мотокросс, это испытание самого бешеного уровня и настоящая проверка на прочность маленького питбайка. А может, вам и этого мало? В таком случае мы устроили ещё одну не менее интересную зарубу. Мы взяли большой питбайк BSE EX 125 кубов на колёсах 17/14 и питбайк ЖМС 110 кубов на маленьких колёсах 10/12 и устроили перетягивание каната! Настоящее испытание для китайских питбайков. Кто сильнее в этом соревновании и какой питбайк станет самым тяговитым? И запомни: никогда не повторяй это без экипировки. Все ответы в нашем новом видосе! Приятного просмотра!;text;pitbayk-protiv-furgona-vesom-2-5-tonny-peretyanuli-;https://www.youtube.com/embed/wWcuWkhWbTE
12648;Школьник СТРАДАЕТ на самом массовом прохвате в Москве;Y;"Прохват на 300 человек! Такого ещё не видел никто! Как это было?
Старт был в карьеру в Красном Пути, где собралось около 300 участников эндуро прохвата. Дальше мы поехал в лес где было много падений на питах и начался полный треш: грязь, ямы, обрывы и всё это нам приходилось преодолевать с болью. Был момент, когда питбайк BSE MX 125 чуть не поймал гидроудар. Воды было по пояс и мы чуть не утонули. Это было настоящим испытанием для новичков на эндуриках и питбайках BSE 125, Kayo 125, Wels 140. Затем мы поехали на кроссовый трек и начали по полной дубасить на трамплинах на питбайках и эндуро мотоциклах. Было много опасных моментов, а один участник улетел в обрыв на мотоцикле. Получился самый массовый, опасный и грязный прохват из тех, которые когда-либо были!

В этом видео ты увидишь всё: грязные покатушки на эндуро мотоциклах, жёсткое эндуро на питбайках и падения. Было много участников на питбайках разных брендов с двигателями yx125 и на китайских эндуриках на 172 моторе zongshen: jmc 250 frr, jmc fr 250, bse z1-150, motoland xt 250, regulmoto aqua enduro 250, kayo k1, avantis 250 enduro, bse z5, apollo rxf freeride 140, kayo 125, ycf bigy 125, wels 140, bse mx 125 и квадроциклы BRP, STELS и CF MOTO.
Всем приятного просмотра!";text;shkolnik-stradaet-na-samom-massovom-prokhvate-v-moskve;https://www.youtube.com/embed/8OfurI48LOo
12649;ТОП 5 питбайков для ВСЕХ;Y;"В этом выпуске мы сделали обзор на детские, и не только, питбайки разных брендов и разного типа:
Regulmoto Pilot 110 с полуавтоматической КПП, бюджетный пит Apollo RFZ Start 110 с автоматической коробкой передач, более крутая версия Apollo Junior 110 с автоматической коробкой передач, топовый питбайк YCF START F125 на механике и YCF START F125SE с полуавтоматической КПП, что будет отличным вариантом для покупки питбайка ребёнку!
Сегодня мы разберёмся и ответим на вопросы: Какой минус и плюс у каждого питбайка? Для кого подойдут каждый из этих питбайков? Соответствуют ли эти аппараты соотношению цена/качество? Правда ли что YCF самый лучший питбайк? Какой питбайк купить для дачи? Какой питбайк подойдёт для новичка?
Мы считаем, что каждый бренд заслуживает своего внимания и каждый хорош по своему. YCF выделяется своей проверенной временем крепкой рамой, питбайк Regulmoto Pilot хорош тем, что он с фарой, а Apollo Junior можно отнести как к питбайку для детей, так и для подростков. Ведь на нём установлена подвеска VOLT, крепкий руль Фатбар 28мм, пространственная рама и классические для питбайка колёса 12/14.
Ну и главное - это тебе питбайки, на которых можно ездить в любом возрасте!

Давно пора разобраться во всех вопросах. Обязательно смотри видос и мы надеемся, что сможем тебе помочь с выбором твоего первого питбайка!";text;top-5-pitbaykov-dlya-vsekh;https://www.youtube.com/embed/d9NQKVirrIM
12650;300 МОТОЧАСОВ на питбайке. Что с ним стало за 3 года?;Y;"В этом выпуске мы покажем, что питбайк - надёжная штука, а также поделимся лайфхаками для питбайка в домашних условиях. Всем интересно узнать, как владеть питбайком и вкладывать в него минимум денег! На примере JMC 150 MX V3.0 мы расскажем, как дожить до 300 моточасов, не меняя ни одного болта, не меняя цпг и ни разу не настраивая карбюратор. Будь у вас kayo basic 125, BSE ph125, REGULMOTO Medalist, wels rt 125, ycf pilot 150, apollo rxf freeride, IRBIS TTR и любой другой питбайк и ЭНДУРО мотоцикл, при правильном обслуживании, китайская техника будет жить очень долго и счастливо
Это видео подойдёт для тех кто катается на даче, или ездит на прохваты, эндуро. Ну а если ты занимаешься мотокроссом, то это видео тебе тоже стоит посмотреть, чтобы узнать о многих лайфхаках, благодаря которым тебе не придётся тратить много денег на обслуживание китайского питбайка или эндуро мотоцикла.
Сегодня мы ответим на вопросы: Какой питбайк подойдёт для дачи? Как правильно обслуживать питбайк? Какой питбайк самый надёжный?
Всем приятного просмотра!";text;300-motochasov-na-pitbayke-chto-s-nim-stalo-za-3-goda;https://www.youtube.com/embed/b0SFrMNtTs0
12780; Отправим тебе питбайк БЕСПЛАТНО;Y;"В этом выпуске мы вам расскажем всё, что касается покупки питбайков и эндуро мотоциклов в наших салонах в Москве. Как купить питбайк? Сколько стоит доставка техники в регион? Правда ли что мы можем отправить питбайк или эндурик прямо до твоего дома совершенно бесплатно?
Расскажем вам про все виды доставок и оплаты: транспортной компанией сдэк, деловые линии, пэк, кит и другие. 
Мы доставляем технику по всей России. Будь это большой эндурик Avantis 250 Enduro, ZUUM CR 250, Regulmoto Aqua Enduro 250 или питбайк Apollo RXF Freeride, Kayo Basic, JMC 150 MX.
Также ты можешь забрать технику самовывозом с наших салонов в коробке или в собранном виде.
Всем приятного просмотра!";text;otpravim-tebe-pitbayk-besplatno;https://www.youtube.com/embed/p_tqevbozGw
13171;На что способен мотоцикл на гусенице летом! Вездеход JMC 250 FRR;Y;"Продолжаем тему с летним эндуро в необычном формате, а именно на мотоцикле JMC FRR 250 с гусеницей YETI Express! И заодно отвечаем на вопрос Как вообще ездить на мотоцикле с гусеницей по грязи? Сегодня мы подобрали жёсткие испытания для нашего эндурика, с которыми он обязательно должен справиться. 
1. Какая максимальная скорость у мотоцикла на гусенице
2. Насколько глубоко может заехать мотоцикл
3. Выдержит ли мотоцикл проезд через болото
Ну и конечно мы поставили для себя цели: заехать на китайском эндурике в воду по двигатель и не заглохнуть, а так же - не сломать гусеницу!

Обязательно напишите стоит ли нам ставить эту гусеницу на другую технику: apollo rxf freeride 140, bse ph 150, kayo classic 140, wels rt 140, kayo basic 140, jmc 150 mx, BSE M2 250, ZUUM CB 250, Avantis 250 Enduro.
Зимой наша гусеница выдержала все испытания на байке Regulmoto Aqua Enduro 250 и на питбайке JMC 160 MXR V3.0. А выживет ли она и летом?
Все смотрим выпуск!";text;na-chto-sposoben-mototsikl-na-gusenitse-letom-vezdekhod-jmc-250-frr;https://www.youtube.com/embed/T9LglaE1ZU0
13172;Первое эндуро школьника на САМОМ МАЛЕНЬКОМ питбайке;Y;"Первый прохват школьника - какого это?! Масса мучений, падений и грязи, которую приходится преодолевать на питбайке. А в нашем случае - на пите jmc 110s с полуавтоматической КПП и на колёсах 12/10. В прохват всегда ездят на больших мотоциклах с колёсами 21/18 или на питбайках 17/14, но мы решили поломать все стереотипы и послали Арсения в грязный прохват на самом маленьком питбайке!
Без проблем не обошлось, было много грязи, питбайк уходил под воду по двигатель и чуть не произошел гидроудар. Сеня держался до последнего, проезжал все ямы, колеи и грязь. Пытался доказать, что на прохват можно поехать на любом питбайке.
А удалось ли ему доехать до конца - узнаешь в этом выпуске!

В этом видео ты увидишь всё: грязные покатушки на эндуро мотоциклах, жёсткое эндуро на питбайках и падения. Было много участников на питбайках разных брендов с двигателями yx125 и на китайских эндуриках на 172 моторе zongshen: jmc 250 frr, jmc fr 250, bse z1-150, motoland xt 250, regulmoto aqua enduro 250, kayo k1, avantis 250 enduro, bse z5, apollo rxf freeride 140, kayo 125, ycf bigy 125, wels 140, bse mx 125.";text;pervoe-enduro-shkolnika-na-samom-malenkom-pitbayke;https://www.youtube.com/embed/8h09sMc7Hus
13173;Главные ошибки новичка после покупки питбайка!;Y;"Всем привет! Наверно каждый, кто купил себе первый эндурик или питбайк, задавался вопросом: а что дальше? Что такое китайский питбайк и как на нём ездить?

В этом видео мы разберём несколько пунктов:
1. Как заводить питбайк?
2. Как правильно сидеть на кроссовой технике.
3. Как правильно переключать и не убить механическую коробку передач
4. Где можно ездить на питбайке и нужны или на него права
5. Как хранить питбайк дома или загородом?

Это видео будет полезно как питбайкеру-новичку, так и начинающему эндуристу. Будь у тебя китайский эндуро мотоцикл или же японский кроссач или любимый питбайк Kayo, BSE, Regulmoto, YCF, JMC, Wels, Motoland или Avantis. Также в следующем выпуске мы расскажем тебе о том, как правильно обслуживать питбайк: как настроить карбюратор на питбайке? Как настроить подвеску на мотоцикле? Как поменять масло на китайском эндурике? 
Всем приятного просмотра!";text;glavnye-oshibki-novichka-posle-pokupki-pitbayka;https://www.youtube.com/embed/Cxdl76K2TOA
13174;СКУТЕР против ПИТБАЙКА. Что взять для дачи?;Y;"ПИТБАЙК? А МОЖЕТ СКУТЕР? В чем вообще разница? А по правилам пдд можно выезжать на дорогу общего пользования? Эти и многие другие вопросы мы осветили в новом видео!
И чтобы было не скучно, добавили годного юмора и экшена на питбайке и скутере. Сделали челлендж, кто быстрее тронется с места. Также сделали гонки вдвоём и даже заезд с форой для скутера! 
Кто же круче питбайк или скутер? И какую технику взять для дачи?
Для видео мы взяли китайский питбайк JMC 150 MX V3.0 и китайский 2Т скутер NEO 50cc
Всем приятного просмотра!";text;skuter-protiv-pitbayka-chto-vzyat-dlya-dachi;https://www.youtube.com/embed/Ibohcta493o
13208;ЭЛЕКТРО эндуро. Будущее наступило?;Y;"Всем привет! В этом выпуске мы раскроем тему будущего! Расскажем вам о новейших китайских электро мотоциклах от ZUUM. Стоит ли покупать электро байк в 2021 году? Чем элетричка лучше классического мотоцикла с ДВС. Сравнивать его мы будем с китайским эндуриком на 172 двигателе XMOTOS RACER 250 PRO. 
Также устроим испытания: посмотрим какой байк лучше на внедорожье, попрыгаем через бревна, затем поедем покорять склоны. Наша цель - показать, стоит ли переходить с классического эндуро мотоцикла на электро и есть ли смысл новичку покупать электро мотоцикл. 
Кроме этого расскажем вам о новых детских электро питбайках BUTCH X1 и X2. Неужели настало электро будущеее? Теперь никто не будет будить соседей прямотоком?)
Вы спросите:  Сколько заряда держит аккумулятор электро мотоцикла? Какой запас хода у электрички? Где купить такой мотоцикл будущего?
На все эти вопросы мы ответим в видео! Всем приятного просмотра ;)";text;elektro-enduro-budushchee-nastupilo;https://www.youtube.com/embed/qy_X5atfgeU
13209;Выбираем ЛУЧШИЙ эндуро мотоцикл 2021 года до 200.000₽. Розыгрыш Питбайка!;Y;Досмотри это видео до конца, чтобы участвовать в РОЗЫГРЫШЕ ПИТБАЙКА WINNER 125 LITE ;text;vybiraem-luchshiy-enduro-mototsikl-2021-goda-do-200-000-rozygrysh-pitbayka;https://www.youtube.com/embed/6SY_QY3HAV8
13393;Как ездить на питбайке. Обзор самого дешевого питбайка и розыгрыш!;Y;"Всем привет! Новый полезный для многих питбайкеров и эндуристов выпуск, в котором мы, с нашими друзья Enduro DMD, научим вас ездить на питбайке или эндуро мотоцикле за один день. А заодно сделаем обзор на самый бюджетный и доступный питбайк в 2021 году - WINNER WR 125E, который мы бесплатно разыграем в нашем инстаграме!
Сегодня мы не научим вас прыгать большие трамплины и забираться в горы, а начнём с базы: Как сидеть на питбайке? Как тронуться на мотоцикле на механике? Как правильно поворачивать на эндурике? Как преодолевать препятствия в эндуро?
На все эти вопросы мы постараемся сегодня ответить ;)
Тестовым питом у нас будет тот же ВИННЕР ВР 125Е. Почему же он стал самым дешевым питбайком 2021 года? Всё дело в комплектации: мотоцикл оснащен надежным двигателем ZS125 (154FMI) с кикстартером и электростартером, карбюратором NIBBI PE24, фарой и счетчиком моточасов. WINNER 125 - лучший выбор для новичка в 2021 году!
Смотрите выпуск, чтобы узнать больше ;)";text;kak-ezdit-na-pitbayke-obzor-samogo-deshevogo-pitbayka-i-rozygrysh;https://www.youtube.com/embed/0F0rG909jZc
13880;Как обслуживать питбайк? Ты должен об этом знать!;Y;"Всем привет! В этом выпуске мы полностью окунёмся в техничку. Это видео будет полезно всем начинающим питбайкерам и эндуристам. Как починить питбайк или эндурик в домашних условиях или в гараже? Сегодня вам всё расскажем ;)
Разберёмся в следующем:
1. Как заменить масло на питбайке
2. Как настроить клапана на питбайке
3. Как натянуть цепь и как понять когда цепь натянута
4. ТО питбайка
5. Как правильно протягивать питбайк
6. Как настроить не регулируемую подвеску на питбайке
7. Как пропитать воздушный фильтр
И много другого";text;kak-obsluzhivat-pitbayk-ty-dolzhen-ob-etom-znat;https://www.youtube.com/embed/mwy13gU4094
13881;ПОДАРИЛИ подписчику ПИТБАЙК! И сразу запустили второй розыгрыш;Y;"Видео о том как мы разыграли питбайк! Спасибо всем, кто был с нами на тусовке в нашем северном салоне в ТЦ Декстер!
16 октября в прямом эфире нашего инстаграма мы устроили долгожданный розыгрыш питбайка WINNER WR 125 в формате рандома. Что это за питбайк? Для какого он подойдёт? Можно ли сказать, что этот пит самый лучший новичка? 
ВИННЕР ВР 125 - это новинка 2021 года, питбайк в максимально простой комплектации, оснащён всем необходимым для лайт-эндуро: стальной рамой хребтового типа, двигателем ZS 154 FMI, карбюратором NIBBI, большими колёсами 17/14 и фарой головного света. Этот питбайк подойдёт как новичкам, только начинающие окунаться в мир питбайков, так и продвинутым райдерам для неспешных покатушек по бездорожью. 
Помимо розыгрыша была лотерея, в которой мы разыграли кроссовые очки NIBBI, мото перчатки HIZER, кроссовый шлем GTX и кроссовые бесшарнирные мотоботы TIGER. Мы всем показали, что каждый из вас может бесплатно выиграть питбайк или мотоэкипировку всего лишь за лайк и комментарий!
А как это было, смотри в нашем новом ролике. Всем приятного просмотра ;)";text;podarili-podpischiku-pitbayk-i-srazu-zapustili-vtoroy-rozygrysh;https://www.youtube.com/embed/Kai0X8bdMZw
13901;ТОП-10 ошибок новичка! Как купить питбайк и не попасть на деньги?;Y;"Всем привет! В этом видео мы разберемся в самых частых ошибках новичка при покупке себе первой в жизни мототехники, китайского питбайка или эндуро мотоцикла. Какой питбайк взять школьнику или новичку? За сколько сейчас можно купить питбайк? Как не попасть на мошенников? 
Если ты собираешься покупать себе питбайк, то не забывай:
1. НЕ покупай технику в неизвестных магазинах.
2. Дешевый питбайк - не значит хороший. Подходи к выбору питбайка очень тщательно.
3. Экипировка необходима каждому, в первую очередь новичку, так что не экономь на ней.
4. При покупке питбайка или эндурика не забудь приобрести аксессуары такие как смазка цепи MOTUL, несколько литров моторного масла MOTUL или ENI I-RIDE, запасной воздушный фильтр нулевик, запасные рычаги управления ASV или IGP 4D.
5. Права на питбайк не нужны! Питбайк это спортинвентарь. На питбайке нельзя ездить по дорогам. На питбайке или любой технике без ПТС можно ездить только по бездорожью, полям и лесам. Или же будет погоня ДПС за питбайком.
6. Где и с кем кататься на питбайке? В нашем ТГ-канале все катают на питах и эндуро, так что присоединяйся и объединяйся в тусовку ;)";text;top-10-oshibok-novichka-kak-kupit-pitbayk-i-ne-popast-na-dengi;https://www.youtube.com/embed/5coW_zc9aDM
13993;Больше никогда не сяду на питбайк. Ворвался в эндуро соревнования на Apollo;Y;"Ты когда нибудь видел соревнования по грязному эндуро на питбайках? Мы тебе это покажем! 
В этом выпуске мы расскажем Вам о самом грязном эндуро соревновании Enduro Weekend 2021 в Солнечногорске. Грязная погода, большие склоны и крутые испытания позволили в полной мере испытать Рушана питбайк Apollo RXF Freeride 140. А вы знали что его пит на тюнинге? На свой питбайк Аполло он поставил подвеску от KTM, сделал фильтр бокс для пита в домашних условиях, поставил большие алюминиевые колёса 17/14 на злой чешской резине MITAS и поехал на самое трешовое эндуро!
Помимо питбайков в эндуро соревнованиях принимало участие большинство китайских эндуриков: Avantis Enduro 250 (172MM), BSE Z7 300 (174MN-3), HASKY F5 (172MM), BRZ X5M 250, KAYO K1 и огромное количество японцев KAWASAKI, SUZUKI, HONDA.
Артём из Enduro DMD в тот день впервые принимал участие в эндуро соревнованиях на своём новом Хаски 250.
Маршрут выдался очень сложным: очень много грязи в которой все падали, глубокие броды, резкие уклоны где страдали все!
Следующим испытанием для нас был эндурик JMC FRR 250 на гусенице, на котором мы ездили зимой по глубокому снегу, а летом по болоту. Всесезонная гусеница для мотоцикла!
Но увы, всё пошло не по плану
Смотри видео, чтобы почувствовать весь кайф от грязного эндуро и окунуться в этот мир вместе с нами! 
Всем приятного просмотра ;)";text;bolshe-nikogda-ne-syadu-na-pitbayk-vorvalsya-v-enduro-sorevnovaniya-na-apollo;https://www.youtube.com/embed/1ea5pXlqFjg
14037;Мы нашли самый мощный эндурик! Обзор на Hasky F5, Hasky F6 и Hasky F7X;Y;"Вы что-нибудь слышали о китайских эндуро мотоциклах HASKY? Именно о них сегодня и пойдёт речь в нашем новом видео!
Мы рассмотрим новинки 2022 года от бренда Хаски. Самый доступный Hasky F5 250 на 172ом моторе, байк для продвинутых райдеров Hasky F6 250 (172MM) и 2Т мотоцикл для бешеного эндуро Hasky F7X мощностью 27лс.
Станут ли они самыми лучшими эндуриками от китайского производителя в 2021 году? Будут ли они самыми лучшими эндуро в 2022 году? 
Ведь у модели F7X стоит двигатель от Yamaha Lanza DT230. Неужели китайцы будут круче японцев? Карбюратор установлен Keihin PWK 33, резина для мягкого грунта Kenda, большие алюминиевые колёса 21/18. Hasky F7X в полной мере может стать самым крутым китайским эндуро!
Эти мотоциклы созданы для самых грязных участков эндуро, которые они без проблем смогут преодолеть, даже на Romaniacs они могут стать чемпионами. 
И не забываем, что Хаски уже не первый год производятся и своё доверие среди клиентов они завоевали вполне. Давайте же разберемся для чего созданы мотоциклы HASKY и насколько эти байки доступные!
Всем приятного просмотра!";text;my-nashli-samyy-moshchnyy-endurik-obzor-na-hasky-f5-hasky-f6-i-hasky-f7x;https://www.youtube.com/embed/gAiDxVBOahA
14572;Выбрали для тебя ТОПОВЫЙ эндуро мотоцикл 2021 года;Y;"В сегодняшнем видео мы сделаем обзор на самые популярные китайские эндурики 2021 года!
В этот топ войдут:
1. HASKY F8 450
2. BSE M2 250
3. Avantis Enduro 300 PRO EFI
4. GR8 F450L

Эти мотоциклы завоевали своё доверие среди клиентов за счёт надёжных комплектующих. Двигатели Zhongshen 172 воздушного охлаждения, ZS177 водяного охлаждения и конечно же самый мощный двигатель 194MQ который выдаёт аж 38лс. На этих мотоциклах установлены качественные карбюраторы NIBBI RACING, светодиодный головной свет, топовые регулируемые подвески KKE и SZC.
Эти байки полностью готовы к грязному и жесткому эндуро!
Можно ли их назвать самыми лучшими эндуро мотоциклами 2021 года? За сколько сейчас можно купить надёжный китайский мотоцикл для эндуро? Дорого ли стоит обслуживание мотоцикла?
Узнаете в этом выпуске ;)
Всем приятного просмотра!";text;vybrali-dlya-tebya-topovyy-enduro-mototsikl-2021-goda;https://www.youtube.com/embed/ZXOe9-x0rTo
14573;ПИТБАЙК против ЭНДУРО мотоцикла! Что выбрать?;Y;"Это видео посвящено главному вопросу: что купить для эндуро прохватов? Питбайк для эндурик?
Мы взяли два байка. Winner WR 125 на двигателе Zongshen 125 и HASKY F6 на 172 двигателе и поехали в грязный прохват.
После первых километров становится ясно, что на питбайке хорошо ездить новичкам, так как пит легкий и его можно достать из грязи без всяких проблем. Эндурик же намного тяжелее и если ты застрянешь в грязевой каше, то столкнёшься с массой проблем. Но эндуро мотоцикл более тяговитый и если ты продвинутый райдер, то проедешь даже по болоту!
Также главный плюс питбайка - это манёвренность. Эндурик же более валкий и неопытный райдер будет здорово с ним мучаться. Но всё же - каждому своё!
Поэтому мы напримере наших райдеров окажем на что способен питбайк и китайский эндурик на грязном прохвате. Как неопытный райдер проедет через все препятствия на эндурике? Застрянет ли мотоцикл по сиденье или проедет?

В этом видео ты увидишь всё: грязные покатушки на эндуро мотоциклах, жёсткое эндуро на питбайках и падения. Было много участников на питбайках разных брендов с двигателями yx125 и на китайских эндуриках на 172 моторе zongshen: jmc 250 frr, jmc fr 250, bse z1-150, motoland xt 250, regulmoto aqua enduro 250, kayo k1, avantis 250 enduro, bse z5, apollo rxf freeride 140, kayo 125, ycf bigy 125, wels 140, bse mx 125.
Всем приятного просмотра!";text;pitbayk-protiv-enduro-mototsikla-chto-vybrat;https://www.youtube.com/embed/rk1s0xV-Df8
